"id","x","y","bio1","bio12","climColor","geoColor"
561,-108.333333333333,58.3333333333333,0.247623358985966,0.363965595291987,"#5100A5","#008CCE"
562,-105,58.3333333333333,0.233137166138524,0.400633770937076,"#3B00A4","#008ECC"
563,-101.666666666667,58.3333333333333,0.214124038026256,0.388863739248529,"#3F00AA","#008FCA"
564,-98.3333333333333,58.3333333333333,0.201901312811227,0.396559529198732,"#3A00AC","#0091C8"
565,-95,58.3333333333333,0.19013128112268,0.386147578089633,"#3E00B0","#0093C7"
566,-91.6666666666667,58.3333333333333,0.208691715708465,0.398822996831145,"#3900AA","#0095C5"
567,-88.3333333333333,58.3333333333333,0.215482118605704,0.402444545043006,"#3800A8","#0097C3"
568,-81.6666666666667,58.3333333333333,0.179266636487098,0.325033952014486,"#5B00BA","#009CC0"
569,-78.3333333333333,58.3333333333333,0.193752829334541,0.360796740606609,"#4B00B2","#009EBE"
570,-75,58.3333333333333,0.191489361702128,0.412403802625622,"#3100AE","#00A1BC"
571,-71.6666666666667,58.3333333333333,0.194658216387506,0.434585785423268,"#2500AB","#00A3BB"
572,-68.3333333333333,58.3333333333333,0.208239022181983,0.453146220009054,"#1C00A6","#00A6B9"
573,-65,58.3333333333333,0.199185151652331,0.4753282028067,"#1000A8","#00A9B8"
574,-61.6666666666667,58.3333333333333,0.224083295608873,0.569035762788592,"#0024A3","#00ACB6"
575,-45,58.3333333333333,0.309642372114079,0.847442281575373,"#00C0BC","#00AFA3"
576,-41.6666666666667,58.3333333333333,0.327750113173382,0.898143956541421,"#00C9B3","#00AE9D"
577,-8.33333333333331,58.3333333333333,0.435943866002716,0.737890448166591,"#009772","#00A761"
578,-5,58.3333333333333,0.425531914893617,0.735174287007696,"#009778","#00A65C"
579,-1.66666666666666,58.3333333333333,0.432775011317338,0.623811679492983,"#007170","#00A656"
580,5,58.3333333333333,0.39972838388411,0.85740153915799,"#00BA8E","#00A64B"
581,8.33333333333334,58.3333333333333,0.373472159348121,0.69714803078316,"#008B93","#00A745"
582,11.6666666666667,58.3333333333333,0.414214576731553,0.589406971480308,"#004F6A","#00A740"
583,15,58.3333333333333,0.405613399728384,0.528293345405161,"#00165F","#00A73A"
584,18.3333333333333,58.3333333333333,0.419194205522861,0.46129470348574,"#2C005D","#00A835"
585,21.6666666666667,58.3333333333333,0.405160706201901,0.5246717971933,"#00135F","#00A830"
586,25,58.3333333333333,0.392937980986872,0.543684925305568,"#002267","#00A92A"
587,28.3333333333333,58.3333333333333,0.380715255771842,0.540968764146673,"#001E6C","#00AA25"
588,31.6666666666667,58.3333333333333,0.369397917609778,0.538252602987777,"#001B70","#00AB20"
589,35,58.3333333333333,0.360344047080127,0.547306473517429,"#002175","#00AC1B"
590,38.3333333333333,58.3333333333333,0.359438660027162,0.50520597555455,"#000073","#00AD16"
591,41.6666666666667,58.3333333333333,0.357627885921231,0.520597555454957,"#000C74","#00AE11"
592,45,58.3333333333333,0.349026708918062,0.52105024898144,"#000C77","#00AF0C"
593,48.3333333333333,58.3333333333333,0.342688999547306,0.523766410140335,"#000E7A","#00B008"
594,51.6666666666667,58.3333333333333,0.334993209597103,0.514712539610684,"#00077C","#00B203"
595,55,58.3333333333333,0.329108193752829,0.526029877772748,"#000F7F","#02B300"
596,58.3333333333333,58.3333333333333,0.302399275690358,0.550475328202807,"#001E8A","#06B500"
597,61.6666666666667,58.3333333333333,0.324581258488004,0.44182888184699,"#2C0084","#0AB600"
598,65,58.3333333333333,0.306926210955183,0.422815753734722,"#36008C","#0FB800"
599,68.3333333333333,58.3333333333333,0.294250792213671,0.424626527840652,"#340090","#13B900"
600,71.6666666666667,58.3333333333333,0.287913082842915,0.42779538252603,"#310091","#17BB00"
601,75,58.3333333333333,0.277953825260299,0.44363965595292,"#260093","#1CBC00"
602,78.3333333333334,58.3333333333333,0.274332277048438,0.444092349479402,"#260094","#20BE00"
603,81.6666666666667,58.3333333333333,0.274784970574921,0.428248076052512,"#2F0095","#24C000"
604,85,58.3333333333333,0.280217292892712,0.462200090538705,"#1B0091","#28C100"
605,88.3333333333334,58.3333333333333,0.281122679945677,0.448619284744228,"#230091","#2CC300"
606,91.6666666666667,58.3333333333333,0.268899954730647,0.433680398370303,"#2B0096","#30C500"
607,95,58.3333333333333,0.246717971933001,0.405160706201901,"#3A00A0","#33C700"
608,98.3333333333334,58.3333333333333,0.244454504300589,0.34676324128565,"#5900A8","#37C800"
609,101.666666666667,58.3333333333333,0.23947487550928,0.333635129017655,"#6000AB","#3BCA00"
610,105,58.3333333333333,0.215029425079221,0.362154821186057,"#4D00AD","#3ECC00"
611,108.333333333333,58.3333333333333,0.210049796287913,0.359438660027162,"#4E00AE","#42CE00"
612,111.666666666667,58.3333333333333,0.197374377546401,0.38388411045722,"#4000AF","#46D000"
613,115,58.3333333333333,0.157537347215935,0.407876867360797,"#3100B7","#49D100"
614,118.333333333333,58.3333333333333,0.159800814848348,0.35219556360344,"#4C00BB","#4DD300"
615,121.666666666667,58.3333333333333,0.177455862381168,0.367587143503848,"#4600B5","#50D500"
616,125,58.3333333333333,0.177003168854685,0.467179719330014,"#1400AE","#53D700"
617,128.333333333333,58.3333333333333,0.154368492530557,0.42960615663196,"#2600B6","#57D900"
618,131.666666666667,58.3333333333333,0.147125396106836,0.381620642824808,"#3D00BB","#5ADB00"
619,135,58.3333333333333,0.163875056586691,0.38207333635129,"#3E00B7","#5DDD00"
620,138.333333333333,58.3333333333333,0.162969669533726,0.498415572657311,"#0300B2","#60DE00"
621,141.666666666667,58.3333333333333,0.183793571751924,0.462652784065188,"#1600AD","#63E000"
622,145,58.3333333333333,0.199637845178814,0.388411045722046,"#3E00AE","#67E200"
623,148.333333333333,58.3333333333333,0.220461747397012,0.387052965142598,"#4100A9","#6AE400"
624,151.666666666667,58.3333333333333,0.22363060208239,0.415572657311,"#3200A5","#6DE600"
625,155,58.3333333333333,0.229062924400181,0.454956994114984,"#1C00A1","#70E800"
626,158.333333333333,58.3333333333333,0.240380262562245,0.492077863286555,"#07009C","#73E900"
627,161.666666666667,58.3333333333333,0.228610230873699,0.530556813037574,"#000EA0","#76EB00"
628,165,58.3333333333333,0.250792213671345,0.439112720688094,"#27009B","#79ED00"
629,171.666666666667,58.3333333333333,0.254413761883205,0.455409687641467,"#1D0099","#7EF100"
630,-168.333333333333,55,0.363060208239022,0.639655952919873,"#006486","#006BED"
631,-165,55,0.361702127659574,0.654142145767316,"#006D8A","#006CEB"
632,-161.666666666667,55,0.354911724762336,0.62154821186057,"#005684","#006DE9"
633,-158.333333333333,55,0.344047080126754,0.52648257129923,"#001079","#006EE7"
634,-155,55,0.373019465821639,0.665912177455862,"#00788B","#006FE5"
635,-135,55,0.403802625622454,0.983250339520145,"#00D794","#0076DA"
636,-131.666666666667,55,0.396559529198732,0.904028972385695,"#00C592","#0078D8"
637,-128.333333333333,55,0.334087822544138,0.655500226346763,"#006791","#0079D6"
638,-125,55,0.301946582163875,0.447713897691263,"#26008B","#007BD4"
639,-121.666666666667,55,0.320959710276143,0.546401086464464,"#001D83","#007CD2"
640,-118.333333333333,55,0.319148936170213,0.450882752376641,"#250085","#007DD0"
641,-115,55,0.307831598008148,0.443186962426437,"#290089","#007FCE"
642,-111.666666666667,55,0.304210049796288,0.404255319148936,"#420090","#0081CD"
643,-108.333333333333,55,0.293345405160706,0.393843368039837,"#460094","#0082CB"
644,-105,55,0.282480760525124,0.424173834314169,"#320093","#0084C9"
645,-101.666666666667,55,0.277048438207334,0.418288818469896,"#350096","#0086C7"
646,-98.3333333333333,55,0.263920325939339,0.423268447261204,"#310099","#0088C5"
647,-95,55,0.25169760072431,0.442734268899955,"#25009B","#0089C3"
648,-91.6666666666667,55,0.236758714350385,0.469443186962426,"#14009E","#008BC1"
649,-88.3333333333333,55,0.234947940244455,0.468990493435944,"#15009E","#008DBF"
650,-85,55,0.238116794929833,0.474875509280217,"#11009D","#0090BE"
651,-81.6666666666667,55,0.239927569035763,0.459031235853327,"#1A009D","#0092BC"
652,-78.3333333333333,55,0.230421004979629,0.502037120869172,"#02009F","#0094BA"
653,-75,55,0.223177908555908,0.551380715255772,"#001AA2","#0096B8"
654,-71.6666666666667,55,0.215934812132187,0.575826165685831,"#0027A6","#0099B6"
655,-68.3333333333333,55,0.216840199185152,0.58804889090086,"#002EA6","#009CB5"
656,-65,55,0.222725215029425,0.583069262109552,"#002BA4","#009EB3"
657,-61.6666666666667,55,0.239022181982798,0.627885921231326,"#0046A4","#00A1B1"
658,-58.3333333333333,55,0.275690357627886,0.650520597555455,"#00589E","#00A4B0"
659,-55,55,0.293798098687189,0.660027161611589,"#00609C","#00A7AE"
660,-11.6666666666667,55,0.468537799909461,0.7428700769579,"#00965E","#00A165"
661,-8.33333333333331,55,0.453146220009054,0.71299230421005,"#008E65","#00A05F"
662,-5,55,0.439112720688094,0.746038931643278,"#009971","#00A059"
663,-1.66666666666666,55,0.446355817111815,0.61973743775464,"#006D64","#00A053"
664,1.66666666666669,55,0.471253961068357,0.545043005885016,"#003E44","#00A04D"
665,5,55,0.452240832956089,0.601629696695337,"#00655E","#00A047"
666,8.33333333333334,55,0.442281575373472,0.597102761430512,"#006265","#00A041"
667,11.6666666666667,55,0.442734268899955,0.520144861928474,"#00134B","#00A13C"
668,15,55,0.435491172476234,0.510185604345858,"#00064E","#00A136"
669,18.3333333333333,55,0.428248076052512,0.521955636034405,"#001353","#00A231"
670,21.6666666666667,55,0.419646899049344,0.564961521050249,"#003C61","#00A22B"
671,25,55,0.408329560887279,0.53870529651426,"#002060","#00A326"
672,28.3333333333333,55,0.395201448619285,0.541874151199638,"#002166","#00A420"
673,31.6666666666667,55,0.387052965142598,0.533272974196469,"#001968","#00A51B"
674,35,55,0.377999094612947,0.531462200090539,"#00166C","#00A616"
675,38.3333333333333,55,0.381620642824808,0.519692168401992,"#000D6A","#00A711"
676,41.6666666666667,55,0.379809868718877,0.495246717971933,"#08006A","#00A90C"
677,45,55,0.369850611136261,0.483929379809869,"#11006F","#00AA07"
678,48.3333333333333,55,0.367134449977365,0.468537799909461,"#1D0072","#00AB02"
679,51.6666666666667,55,0.361249434133092,0.477591670439113,"#160073","#03AD00"
680,55,55,0.354006337709371,0.478497057492078,"#140076","#07AE00"
681,58.3333333333333,55,0.315980081484835,0.468085106382979,"#190085","#0CB000"
682,61.6666666666667,55,0.338162064282481,0.387958352195564,"#520089","#10B100"
683,65,55,0.330466274332277,0.349479402444545,"#690093","#15B300"
684,68.3333333333333,55,0.321865097329108,0.328202806699864,"#73009A","#19B500"
685,71.6666666666667,55,0.322770484382073,0.344047080126754,"#6A0096","#1DB600"
686,75,55,0.308284291534631,0.342688999547306,"#68009A","#22B800"
687,78.3333333333334,55,0.30104119511091,0.33272974196469,"#6C009D","#26BA00"
688,81.6666666666667,55,0.305568130375736,0.370303304662743,"#570095","#2ABC00"
689,85,55,0.318243549117248,0.436396559529199,"#2F0087","#2EBE00"
690,88.3333333333334,55,0.296514259846084,0.427342688999547,"#32008F","#32BF00"
691,91.6666666666667,55,0.296061566319602,0.416478044363966,"#390090","#36C100"
692,95,55,0.250339520144862,0.45948392937981,"#1B009A","#3AC300"
693,98.3333333333334,55,0.241285649615211,0.390221819827976,"#4100A3","#3DC500"
694,101.666666666667,55,0.265731100045269,0.34857401539158,"#5C00A3","#41C700"
695,105,55,0.231326392032594,0.365323675871435,"#4E00A8","#45C900"
696,108.333333333333,55,0.226346763241286,0.357175192394749,"#5100AB","#48CB00"
697,111.666666666667,55,0.182888184698959,0.373019465821639,"#4400B3","#4CCD00"
698,115,55,0.175192394748755,0.379357175192395,"#4000B5","#4FCE00"
699,118.333333333333,55,0.165233137166139,0.395201448619285,"#3700B6","#53D000"
700,121.666666666667,55,0.196921684019919,0.397464916251698,"#3900AE","#56D200"
701,125,55,0.201448619284744,0.474422815753735,"#1000A8","#5AD400"
702,128.333333333333,55,0.191036668175645,0.503395201448619,"#0100AA","#5DD600"
703,131.666666666667,55,0.1584427342689,0.518334087822544,"#0007B3","#60D800"
704,135,55,0.185604345857854,0.5740153915799,"#0024AE","#63DA00"
705,138.333333333333,55,0.23585332729742,0.531009506564056,"#000F9E","#67DC00"
706,141.666666666667,55,0.26935264825713,0.555454956994115,"#001F95","#6ADE00"
707,145,55,0.258035310095066,0.525577184246265,"#000C97","#6DE000"
708,155,55,0.284744228157537,0.578995020371209,"#002F92","#76E500"
709,158.333333333333,55,0.243096423721141,0.612947034857402,"#003EA2","#79E700"
710,161.666666666667,55,0.257582616568583,0.595291987324581,"#00359C","#7CE900"
711,165,55,0.332277048438207,0.571751923947488,"#002F82","#7FEB00"
712,168.333333333333,55,0.339067451335446,0.599366229062924,"#004384","#82ED00"
713,-178.333333333333,51.6666666666667,0.372566772295156,0.792666364870982,"#00AC9A","#0060F1"
714,-175,51.6666666666667,0.373924852874604,0.779538252602988,"#00A999","#0061EF"
715,-171.666666666667,51.6666666666667,0.371208691715708,0.698506111362608,"#008B94","#0062ED"
716,-168.333333333333,51.6666666666667,0.374377546401086,0.658216387505659,"#007489","#0063EB"
717,-131.666666666667,51.6666666666667,0.431869624264373,0.941149841557266,"#00CC84","#006FD5"
718,-128.333333333333,51.6666666666667,0.412856496152105,0.911724762335899,"#00C68B","#0070D3"
719,-125,51.6666666666667,0.340878225441376,0.587143503847895,"#003B82","#0071D2"
720,-121.666666666667,51.6666666666667,0.347215934812132,0.47713897691263,"#150079","#0073D0"
721,-118.333333333333,51.6666666666667,0.305115436849253,0.580353100950656,"#00328C","#0074CE"
722,-115,51.6666666666667,0.315527387958352,0.473064735174287,"#160084","#0076CC"
723,-111.666666666667,51.6666666666667,0.350837483023993,0.339520144861928,"#740091","#0077CA"
724,-108.333333333333,51.6666666666667,0.340425531914894,0.327297419646899,"#790096","#0079C8"
725,-105,51.6666666666667,0.330013580805794,0.357627885921231,"#640091","#007AC6"
726,-101.666666666667,51.6666666666667,0.311905839746492,0.404708012675419,"#43008D","#007CC4"
727,-98.3333333333333,51.6666666666667,0.306473517428701,0.414667270258035,"#3B008D","#007EC2"
728,-95,51.6666666666667,0.299683114531462,0.487098234495247,"#0C0089","#007FC0"
729,-91.6666666666667,51.6666666666667,0.28700769578995,0.562698053417836,"#002590","#0081BE"
730,-88.3333333333333,51.6666666666667,0.275237664101403,0.571299230421005,"#002994","#0083BC"
731,-85,51.6666666666667,0.278859212313264,0.57039384336804,"#002993","#0085BA"
732,-81.6666666666667,51.6666666666667,0.285649615210502,0.558623811679493,"#002290","#0087B8"
733,-78.3333333333333,51.6666666666667,0.270258035310095,0.584880036215482,"#003197","#008AB6"
734,-75,51.6666666666667,0.263014938886374,0.612494341330919,"#00409C","#008CB4"
735,-71.6666666666667,51.6666666666667,0.252150294250792,0.637845178813943,"#004DA2","#008EB2"
736,-68.3333333333333,51.6666666666667,0.248981439565414,0.664554096876415,"#005BA7","#0091B0"
737,-65,51.6666666666667,0.254866455409688,0.653689452240833,"#0056A4","#0093AE"
738,-61.6666666666667,51.6666666666667,0.273879583521956,0.680851063829787,"#0068A4","#0096AD"
739,-58.3333333333333,51.6666666666667,0.290629244001811,0.710276143051154,"#007CA6","#0099AB"
740,-55,51.6666666666667,0.310095065640561,0.687188773200543,"#00739D","#009CA9"
741,-11.6666666666667,51.6666666666667,0.4753282028067,0.800362154821186,"#00A761","#009A63"
742,-8.33333333333331,51.6666666666667,0.470348574015392,0.69895880488909,"#008858","#009A5C"
743,-5,51.6666666666667,0.465368945224083,0.690810321412404,"#00865A","#009A56"
744,-1.66666666666666,51.6666666666667,0.467632412856496,0.583521955636034,"#005A4E","#009950"
745,1.66666666666669,51.6666666666667,0.474422815753735,0.532367587143504,"#002F3B","#00994A"
746,5,51.6666666666667,0.466274332277048,0.605251244907198,"#006451","#009A44"
747,8.33333333333334,51.6666666666667,0.450430058850158,0.596197374377546,"#006360","#009A3E"
748,11.6666666666667,51.6666666666667,0.443186962426437,0.513354459031236,"#000A49","#009A38"
749,15,51.6666666666667,0.444545043005885,0.494341330918968,"#0D0049","#009B32"
750,18.3333333333333,51.6666666666667,0.439565414214577,0.491625169760072,"#10004C","#009B2C"
751,21.6666666666667,51.6666666666667,0.433227704843821,0.485740153915799,"#160051","#009C26"
752,25,51.6666666666667,0.42779538252603,0.500679040289724,"#050052","#009D21"
753,28.3333333333333,51.6666666666667,0.424626527840652,0.534178361249434,"#001F57","#009E1B"
754,31.6666666666667,51.6666666666667,0.425079221367134,0.506111362607515,"#000154","#009F16"
755,35,51.6666666666667,0.409687641466727,0.506564056133997,"#00025C","#00A011"
756,38.3333333333333,51.6666666666667,0.406971480307832,0.488909008601177,"#0F005E","#00A20B"
757,41.6666666666667,51.6666666666667,0.406066093254866,0.444545043005885,"#380066","#00A306"
758,45,51.6666666666667,0.397012222725215,0.408329560887279,"#530073","#00A501"
759,48.3333333333333,51.6666666666667,0.398822996831145,0.376641014033499,"#6B007C","#04A600"
760,51.6666666666667,51.6666666666667,0.390674513354459,0.342236306020824,"#7F0088","#08A800"
761,55,51.6666666666667,0.375735626980534,0.331371661385242,"#81008E","#0DA900"
762,58.3333333333333,51.6666666666667,0.343594386600272,0.317790855590765,"#7F0097","#12AB00"
763,61.6666666666667,51.6666666666667,0.35219556360344,0.266183793571752,"#9E00A3","#16AD00"
764,65,51.6666666666667,0.375282933454052,0.244454504300589,"#A50098","#1BAE00"
765,68.3333333333333,51.6666666666667,0.33635129017655,0.260298777727479,"#9D00A6","#1FB000"
766,71.6666666666667,51.6666666666667,0.333182435491172,0.286102308736985,"#8E00A1","#24B200"
767,75,51.6666666666667,0.337709370755998,0.259393390674513,"#9D00A6","#28B400"
768,78.3333333333334,51.6666666666667,0.345405160706202,0.238569488456315,"#AA00AA","#2CB600"
769,81.6666666666667,51.6666666666667,0.339972838388411,0.375735626980534,"#5B008B","#30B800"
770,85,51.6666666666667,0.308736985061114,0.465821638750566,"#1A0087","#34BA00"
771,88.3333333333334,51.6666666666667,0.264825712992304,0.369850611136261,"#50009F","#38BC00"
772,91.6666666666667,51.6666666666667,0.238569488456315,0.361249434133092,"#5100A7","#3CBE00"
773,95,51.6666666666667,0.212765957446809,0.407424173834314,"#3500A9","#40C000"
774,98.3333333333334,51.6666666666667,0.168854685377999,0.337709370755998,"#5400BA","#44C200"
775,101.666666666667,51.6666666666667,0.225894069714803,0.387505658669081,"#4100A7","#48C400"
776,105,51.6666666666667,0.268447261204165,0.460842009959258,"#1B0095","#4BC600"
777,108.333333333333,51.6666666666667,0.249434133091897,0.327750113173382,"#6400AA","#4FC800"
778,111.666666666667,51.6666666666667,0.240832956088728,0.347215934812132,"#5900A9","#52CA00"
779,115,51.6666666666667,0.243549117247623,0.340878225441376,"#5C00A9","#56CC00"
780,118.333333333333,51.6666666666667,0.230873698506111,0.354911724762336,"#5300AA","#59CE00"
781,121.666666666667,51.6666666666667,0.219103666817565,0.41376188320507,"#3200A6","#5DD000"
782,125,51.6666666666667,0.242191036668176,0.438660027161612,"#26009E","#60D200"
783,128.333333333333,51.6666666666667,0.264373019465822,0.488456315074694,"#0A0095","#63D300"
784,131.666666666667,51.6666666666667,0.227704843820733,0.565866908103214,"#0022A2","#67D500"
785,135,51.6666666666667,0.221367134449977,0.579447713897691,"#0029A4","#6AD700"
786,138.333333333333,51.6666666666667,0.260298777727479,0.501131733816206,"#020096","#6DD900"
787,141.666666666667,51.6666666666667,0.279311905839746,0.544590312358533,"#001991","#70DB00"
788,145,51.6666666666667,0.282028066998642,0.592575826165686,"#003794","#73DD00"
789,155,51.6666666666667,0.298777727478497,0.645088275237664,"#005998","#7CE300"
790,158.333333333333,51.6666666666667,0.291081937528293,0.648709823449525,"#00599A","#7FE500"
791,161.666666666667,51.6666666666667,0.321412403802626,0.659121774558624,"#006695","#82E700"
792,171.666666666667,51.6666666666667,0.353100950656406,0.738343141693074,"#009CA1","#8BED00"
793,175,51.6666666666667,0.363965595291987,0.675871435038479,"#007C8F","#8DEF00"
794,178.333333333333,51.6666666666667,0.370303304662743,0.721140787686736,"#00989A","#90F100"
795,-128.333333333333,48.3333333333333,0.437301946582164,0.937075599818923,"#00CB81","#0067D1"
796,-125,48.3333333333333,0.438207333635129,0.883657763693979,"#00BE7C","#0068CF"
797,-121.666666666667,48.3333333333333,0.41014033499321,0.674060660932549,"#008681","#0069CD"
798,-118.333333333333,48.3333333333333,0.415119963784518,0.386600271616116,"#6A0075","#006BCB"
799,-115,48.3333333333333,0.364870982344952,0.560887279311906,"#002C75","#006CC9"
800,-111.666666666667,48.3333333333333,0.387958352195564,0.343141693073789,"#7E0088","#006DC7"
801,-108.333333333333,48.3333333333333,0.388411045722046,0.312358533272974,"#910091","#006FC5"
802,-105,48.3333333333333,0.386147578089633,0.310095065640561,"#920092","#0070C2"
803,-101.666666666667,48.3333333333333,0.367587143503848,0.374377546401086,"#630084","#0072C0"
804,-98.3333333333333,48.3333333333333,0.362154821186057,0.410593028519692,"#48007D","#0074BE"
805,-95,48.3333333333333,0.354459031235853,0.511996378451788,"#000575","#0075BC"
806,-91.6666666666667,48.3333333333333,0.342236306020824,0.580805794477139,"#003780","#0077BA"
807,-88.3333333333333,48.3333333333333,0.338614757808963,0.595744680851064,"#004184","#0079B8"
808,-85,48.3333333333333,0.328202806699864,0.615663196016297,"#004C8A","#007BB6"
809,-81.6666666666667,48.3333333333333,0.323223177908556,0.612041647804436,"#00498B","#007DB4"
810,-78.3333333333333,48.3333333333333,0.322317790855591,0.636487098234495,"#005890","#007FB2"
811,-75,48.3333333333333,0.312811226799457,0.666817564508828,"#006898","#0081B0"
812,-71.6666666666667,48.3333333333333,0.326844726120416,0.675418741511996,"#007197","#0083AE"
813,-68.3333333333333,48.3333333333333,0.331371661385242,0.668175645088275,"#006E94","#0086AC"
814,-65,48.3333333333333,0.353553644182888,0.694431869624264,"#008396","#0088AA"
815,-61.6666666666667,48.3333333333333,0.356269805341784,0.696242643730195,"#008596","#008BA8"
816,-58.3333333333333,48.3333333333333,0.357175192394749,0.754187415119964,"#00A4A3","#008EA6"
817,-55,48.3333333333333,0.371661385242191,0.736079674060661,"#009E9B","#0091A4"
818,-51.6666666666667,48.3333333333333,0.38207333635129,0.771842462652784,"#00A694","#0094A2"
819,-5,48.3333333333333,0.491625169760072,0.677682209144409,"#008046","#009353"
820,-1.66666666666666,48.3333333333333,0.492530556813038,0.593933906745134,"#005C35","#00934D"
821,1.66666666666669,48.3333333333333,0.484834766862834,0.559981892258941,"#004938","#009346"
822,5,48.3333333333333,0.472159348121322,0.601177003168855,"#00614B","#009340"
823,8.33333333333334,48.3333333333333,0.444997736532368,0.632865550022635,"#007365","#00933A"
824,11.6666666666667,48.3333333333333,0.413309189678588,0.635129017655047,"#007279","#009433"
825,15,48.3333333333333,0.423721140787687,0.617473970122227,"#006A71","#00942D"
826,18.3333333333333,48.3333333333333,0.454504300588502,0.553644182888185,"#003E4F","#009527"
827,21.6666666666667,48.3333333333333,0.449977365323676,0.551833408782254,"#003A50","#009621"
828,25,48.3333333333333,0.4259846084201,0.569941149841557,"#004260","#00971C"
829,28.3333333333333,48.3333333333333,0.44545043005885,0.507469443186962,"#000348","#009816"
830,31.6666666666667,48.3333333333333,0.449071978270711,0.457220461747397,"#3B0051","#009910"
831,35,48.3333333333333,0.451788139429606,0.440018107741059,"#4E0057","#009B0B"
832,38.3333333333333,48.3333333333333,0.448166591217746,0.454051607062019,"#3E0053","#009C06"
833,41.6666666666667,48.3333333333333,0.449524671797193,0.402897238569488,"#680061","#009D00"
834,45,48.3333333333333,0.448619284744228,0.305115436849253,"#8C0067","#059F00"
835,48.3333333333333,48.3333333333333,0.44363965595292,0.213671344499774,"#A70072","#0AA100"
836,51.6666666666667,48.3333333333333,0.440470801267542,0.16025350837483,"#B60078","#0FA200"
837,55,48.3333333333333,0.427342688999547,0.174739701222273,"#B3007E","#14A400"
838,58.3333333333333,48.3333333333333,0.39610683567225,0.196468990493436,"#AF008E","#18A600"
839,61.6666666666667,48.3333333333333,0.403349932095971,0.151652331371661,"#BA008C","#1DA800"
840,65,48.3333333333333,0.416930737890448,0.149388863739249,"#BA0085","#22AA00"
841,68.3333333333333,48.3333333333333,0.372114078768674,0.168854685377999,"#B8009C","#26AC00"
842,71.6666666666667,48.3333333333333,0.365323675871435,0.193300135808058,"#B3009F","#2AAE00"
843,75,48.3333333333333,0.355364418288818,0.206880941602535,"#B100A4","#2FB000"
844,78.3333333333334,48.3333333333333,0.355817111815301,0.249886826618379,"#A600A4","#33B200"
845,81.6666666666667,48.3333333333333,0.335898596650068,0.333182435491172,"#740095","#37B400"
846,85,48.3333333333333,0.328655500226347,0.296061566319602,"#87009F","#3BB600"
847,88.3333333333334,48.3333333333333,0.284291534631055,0.162516976007243,"#BD00C3","#3FB800"
848,91.6666666666667,48.3333333333333,0.2571299230421,0.114531462200091,"#CA00D0","#43BA00"
849,95,48.3333333333333,0.253055681303757,0.120416478044364,"#C700CF","#47BC00"
850,98.3333333333334,48.3333333333333,0.206428248076053,0.200543232231779,"#9A00C7","#4BBE00"
851,101.666666666667,48.3333333333333,0.269805341783612,0.25531914893617,"#8E00B3","#4EC000"
852,105,48.3333333333333,0.290176550475328,0.252150294250792,"#9400B0","#52C200"
853,108.333333333333,48.3333333333333,0.247170665459484,0.289271163422363,"#7800B1","#56C500"
854,111.666666666667,48.3333333333333,0.281575373472159,0.263920325939339,"#8C00AF","#59C700"
855,115,48.3333333333333,0.303757356269805,0.173834314169307,"#BD00BE","#5DC900"
856,118.333333333333,48.3333333333333,0.28338614757809,0.276595744680851,"#8600AC","#60CB00"
857,121.666666666667,48.3333333333333,0.279764599366229,0.406518786781349,"#3D0096","#64CD00"
858,125,48.3333333333333,0.32050701674966,0.419194205522861,"#3B0089","#67CF00"
859,128.333333333333,48.3333333333333,0.295156179266637,0.516523313716614,"#00088B","#6AD100"
860,131.666666666667,48.3333333333333,0.300588501584427,0.524219103666818,"#000D89","#6ED300"
861,135,48.3333333333333,0.314622000905387,0.576731552738796,"#003088","#71D500"
862,138.333333333333,48.3333333333333,0.272068809416025,0.622000905387053,"#00479B","#74D700"
863,141.666666666667,48.3333333333333,0.29923042100498,0.606609325486646,"#004191","#77D900"
864,145,48.3333333333333,0.295608872793119,0.614305115436849,"#004693","#7ADB00"
865,151.666666666667,48.3333333333333,0.329560887279312,0.819375282933454,"#00B8B2","#80DF00"
866,155,48.3333333333333,0.311000452693526,0.79402444545043,"#00ABB4","#83E100"
867,-125,45,0.473970122227252,0.88909008601177,"#00BF6C","#005ECD"
868,-121.666666666667,45,0.441376188320507,0.619284744228157,"#006E69","#0060CA"
869,-118.333333333333,45,0.430964237211408,0.355364418288818,"#7D0071","#0061C8"
870,-115,45,0.358080579447714,0.442281575373472,"#300079","#0062C6"
871,-111.666666666667,45,0.349932095971028,0.384336803983703,"#570086","#0063C4"
872,-108.333333333333,45,0.392485287460389,0.339067451335446,"#820088","#0065C2"
873,-105,45,0.422363060208239,0.345857854232684,"#810078","#0066C0"
874,-101.666666666667,45,0.428700769578995,0.37845178813943,"#750073","#0068BD"
875,-98.3333333333333,45,0.416478044363966,0.44726120416478,"#390062","#0069BB"
876,-95,45,0.409234947940244,0.556813037573563,"#003163","#006BB9"
877,-91.6666666666667,45,0.401539157990041,0.602987777274785,"#005672","#006DB7"
878,-88.3333333333333,45,0.401991851516523,0.60027161611589,"#005471","#006EB5"
879,-85,45,0.412403802625622,0.600724309642372,"#00586E","#0070B2"
880,-81.6666666666667,45,0.402444545043006,0.628791308284292,"#00697A","#0072B0"
881,-78.3333333333333,45,0.393843368039837,0.632412856496152,"#00697D","#0074AE"
882,-75,45,0.391579900407424,0.662743322770484,"#007D86","#0076AC"
